competition_name,season_name,competition_short,tournament_id,match_id,team,total_events,shots,passes,carries,pressures,recoveries,duels,interceptions,blocks,clearances,xg,completed_passes,pass_completion_pct
African Cup of Nations,2023,AFCON,AFCON_2023,3920384,Côte d'Ivoire,1998,10,598,510,103,48,20,9,12,9,0.7068961659999999,517,86.45484949832776
African Cup of Nations,2023,AFCON,AFCON_2023,3920384,Guinea-Bissau,1450,10,394,301,145,36,26,15,16,17,0.5296147163,328,83.24873096446701
African Cup of Nations,2023,AFCON,AFCON_2023,3920385,Egypt,2025,22,589,497,141,59,25,11,9,12,1.9291997944000001,512,86.92699490662139
African Cup of Nations,2023,AFCON,AFCON_2023,3920385,Mozambique,1445,6,373,329,140,31,19,11,20,40,0.728198501,309,82.84182305630027
African Cup of Nations,2023,AFCON,AFCON_2023,3920387,Cape Verde Islands,1511,15,417,320,122,34,24,9,21,17,2.720214145,341,81.77458033573141
African Cup of Nations,2023,AFCON,AFCON_2023,3920387,Ghana,1504,11,386,307,185,40,33,16,19,13,1.437942942,304,78.75647668393782
African Cup of Nations,2023,AFCON,AFCON_2023,3920388,Gambia,1143,12,291,223,128,41,24,8,19,20,1.008395458,218,74.91408934707904
African Cup of Nations,2023,AFCON,AFCON_2023,3920388,Senegal,1986,14,594,469,129,34,32,5,10,8,1.7206511999999998,512,86.19528619528619
African Cup of Nations,2023,AFCON,AFCON_2023,3920390,Algeria,1935,16,589,453,101,40,27,7,10,6,0.696929411,489,83.02207130730051
African Cup of Nations,2023,AFCON,AFCON_2023,3920390,Angola,1215,7,296,218,189,39,26,13,22,26,1.197465477,214,72.2972972972973
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,Mali,1623,16,438,332,184,43,43,14,24,17,2.3419830654,346,78.99543378995433
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,1885,12,531,448,160,57,20,9,14,18,1.3898648275999999,441,83.05084745762711
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,1404,13,325,248,228,66,42,18,30,19,1.6100867957,223,68.61538461538461
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,1687,9,490,338,129,37,24,7,21,45,0.8706826865,389,79.38775510204081
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,1779,15,520,409,127,45,18,6,18,12,2.300281349,452,86.92307692307692
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,1645,2,470,369,120,41,23,10,19,23,0.011926915,392,83.40425531914893
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,1683,27,499,415,81,56,17,2,6,13,2.6822564570000003,432,86.57314629258516
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,1420,3,409,278,104,27,28,1,25,27,0.096432803,339,82.88508557457213
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,1723,11,479,390,155,35,26,13,17,22,1.20358015,404,84.34237995824635
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,1398,6,355,300,163,40,26,9,15,36,0.425947081,279,78.59154929577464
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,1577,14,460,358,88,42,31,4,14,17,0.6072311182,376,81.73913043478261
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,1074,11,268,181,103,36,37,7,20,29,1.575570081,199,74.25373134328358
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,1514,5,424,332,160,43,21,5,25,18,0.248547065,331,78.06603773584906
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Senegal,1364,5,378,242,170,38,24,3,25,22,1.2311798999999999,278,73.54497354497354
African Cup of Nations,2023,AFCON,AFCON_2023,3920402,Algeria,1580,15,458,358,106,36,25,8,9,16,1.998045971,396,86.46288209606988
African Cup of Nations,2023,AFCON,AFCON_2023,3920402,Burkina Faso,1049,7,266,196,120,47,31,7,10,12,1.258992304,191,71.80451127819549
African Cup of Nations,2023,AFCON,AFCON_2023,3920404,Mali,1779,12,518,376,148,31,43,10,15,29,0.845760372,437,84.36293436293437
African Cup of Nations,2023,AFCON,AFCON_2023,3920404,Tunisia,1225,5,340,223,146,36,26,5,18,17,0.5300487537,248,72.94117647058823
African Cup of Nations,2023,AFCON,AFCON_2023,3920405,Congo DR,1298,11,343,258,129,47,30,3,16,12,2.31023671,262,76.38483965014578
African Cup of Nations,2023,AFCON,AFCON_2023,3920405,Morocco,1495,11,416,325,125,31,30,8,18,17,1.0546321737,341,81.97115384615384
African Cup of Nations,2023,AFCON,AFCON_2023,3920407,Namibia,1436,4,382,271,144,66,43,11,23,14,0.5685470404,256,67.01570680628272
African Cup of Nations,2023,AFCON,AFCON_2023,3920407,South Africa,1500,12,403,284,150,57,26,13,22,15,2.215672192,285,70.71960297766749
African Cup of Nations,2023,AFCON,AFCON_2023,3920408,Côte d'Ivoire,1644,22,464,351,121,47,29,6,16,7,2.0694979545,368,79.3103448275862
African Cup of Nations,2023,AFCON,AFCON_2023,3920408,Equatorial Guinea,963,10,209,143,131,39,40,1,17,37,1.0926792920000001,134,64.11483253588517
African Cup of Nations,2023,AFCON,AFCON_2023,3920410,Ghana,1126,8,269,207,124,48,27,10,15,35,1.8431652509999998,193,71.74721189591078
African Cup of Nations,2023,AFCON,AFCON_2023,3920410,Mozambique,1468,14,413,303,118,48,23,9,15,13,1.5396220109,320,77.4818401937046
African Cup of Nations,2023,AFCON,AFCON_2023,3920411,Cape Verde Islands,1636,6,426,372,139,47,36,9,27,30,0.406963733,351,82.3943661971831
African Cup of Nations,2023,AFCON,AFCON_2023,3920411,Egypt,1715,27,483,379,139,51,20,14,19,7,1.7644844205,417,86.33540372670807
African Cup of Nations,2023,AFCON,AFCON_2023,3920412,Guinea,1605,4,425,368,124,49,41,5,21,19,0.553162426,340,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920412,Senegal,1568,12,412,359,159,43,25,9,14,19,0.942771189,333,80.8252427184466
African Cup of Nations,2023,AFCON,AFCON_2023,3920415,Algeria,2107,16,618,536,104,47,32,8,16,12,1.1864072147,515,83.33333333333334
African Cup of Nations,2023,AFCON,AFCON_2023,3920415,Mauritania,1054,17,203,161,196,45,33,10,28,43,1.3282860823,118,58.128078817733986
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,South Africa,1646,11,418,355,192,58,44,6,27,22,0.5204111787,328,78.4688995215311
African Cup of Nations,2023,AFCON,AFCON_2023,3920416,Tunisia,1795,11,511,356,210,46,39,10,19,26,1.0176946654,407,79.6477495107632
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Congo DR,1837,9,496,421,206,43,34,11,17,10,0.659066521,403,81.25
African Cup of Nations,2023,AFCON,AFCON_2023,3920418,Tanzania,1756,4,516,359,166,45,38,3,16,23,0.0585539966,412,79.84496124031007
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Morocco,1842,19,520,451,128,37,29,5,13,17,2.421491488,455,87.5
African Cup of Nations,2023,AFCON,AFCON_2023,3920419,Zambia,1395,11,381,285,132,42,30,8,15,24,0.4399758278,309,81.10236220472441
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Congo DR,1755,21,453,351,190,61,35,4,22,35,8.626787165,338,74.61368653421634
African Cup of Nations,2023,AFCON,AFCON_2023,3922240,Egypt,2035,20,583,438,140,51,41,5,27,38,8.424148152999999,469,80.44596912521442
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Côte d'Ivoire,2317,13,645,563,172,61,50,15,15,9,5.038094957,531,82.32558139534883
African Cup of Nations,2023,AFCON,AFCON_2023,3922242,Senegal,1920,18,475,362,285,51,42,20,21,22,5.2354100523,373,78.52631578947368
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,Morocco,1620,13,489,356,116,41,22,2,7,10,2.090429641,411,84.04907975460122
African Cup of Nations,2023,AFCON,AFCON_2023,3922243,South Africa,1501,5,407,346,134,29,24,7,19,27,0.240658424,347,85.25798525798525
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Congo DR,1078,13,287,214,88,38,23,6,16,31,1.652631181,210,73.17073170731707
African Cup of Nations,2023,AFCON,AFCON_2023,3922356,Guinea,1610,7,462,367,120,34,22,4,15,29,1.135221779,374,80.95238095238095
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,Cape Verde Islands,1978,30,540,392,193,74,26,8,24,37,5.4274397822,414,76.66666666666667
African Cup of Nations,2023,AFCON,AFCON_2023,3922658,South Africa,2018,20,536,430,191,66,48,9,27,32,4.2306515742999995,406,75.74626865671642
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Côte d'Ivoire,1687,11,427,324,190,62,54,5,23,28,0.837388909,328,76.81498829039812
African Cup of Nations,2023,AFCON,AFCON_2023,3922659,Mali,2409,11,679,554,221,50,45,11,15,27,1.317118139,579,85.27245949926362
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,Nigeria,1629,19,428,325,188,49,25,15,15,14,5.4088133766999995,330,77.10280373831776
African Cup of Nations,2023,AFCON,AFCON_2023,3922837,South Africa,2258,18,660,525,135,45,35,12,22,25,4.892469497,570,86.36363636363636
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Congo DR,1258,7,323,222,172,31,50,9,15,18,0.826083473,231,71.51702786377709
African Cup of Nations,2023,AFCON,AFCON_2023,3922838,Côte d'Ivoire,1506,14,410,338,118,46,18,9,14,37,0.849561176,336,81.95121951219512
African Cup of Nations,2023,AFCON,AFCON_2023,3923880,Congo DR,1578,20,412,328,197,46,18,10,8,23,7.166134682,351,85.19417475728154
African Cup of Nations,2023,AFCON,AFCON_2023,3923880,South Africa,1796,13,524,443,79,45,27,11,12,15,5.750652511,454,86.64122137404581
African Cup of Nations,2023,AFCON,AFCON_2023,3923881,Côte d'Ivoire,1616,18,464,357,87,47,24,2,15,30,1.4139358625,388,83.62068965517241
African Cup of Nations,2023,AFCON,AFCON_2023,3923881,Nigeria,1083,5,272,196,110,43,27,7,12,34,0.258192665,189,69.48529411764706
Copa America,2024,Copa América,Copa América_2024,3939969,Argentina,2171,19,652,525,137,35,16,10,26,8,3.538291301,588,90.1840490797546
Copa America,2024,Copa América,Copa América_2024,3939969,Canada,1448,10,353,297,219,40,29,9,22,17,0.9772994850000001,290,82.15297450424929
Copa America,2024,Copa América,Copa América_2024,3939971,Jamaica,1367,13,375,270,117,58,45,10,29,30,0.506159274,266,70.93333333333334
Copa America,2024,Copa América,Copa América_2024,3939971,Mexico,1941,20,565,420,142,67,35,11,22,28,1.136080327,456,80.70796460176992
Copa America,2024,Copa América,Copa América_2024,3939972,Ecuador,1184,9,298,221,127,54,47,10,27,25,0.7355915667,202,67.78523489932886
Copa America,2024,Copa América,Copa América_2024,3939972,Venezuela,1854,14,550,432,106,56,32,7,18,22,1.585018539,454,82.54545454545455
Copa America,2024,Copa América,Copa América_2024,3939973,Panama,1415,10,377,284,129,49,36,7,19,23,0.540888124,286,75.86206896551724
Copa America,2024,Copa América,Copa América_2024,3939973,Uruguay,1580,20,448,364,135,42,26,10,15,17,1.361440743,360,80.35714285714286
Copa America,2024,Copa América,Copa América_2024,3939974,Bolivia,1503,6,391,290,182,44,24,10,29,24,0.1496907824,302,77.23785166240408
Copa America,2024,Copa América,Copa América_2024,3939974,United States,1895,20,581,443,131,49,31,6,16,9,2.404683808,477,82.09982788296041
Copa America,2024,Copa América,Copa América_2024,3939975,Colombia,1859,11,561,419,115,49,45,8,23,21,0.621920841,461,82.174688057041
Copa America,2024,Copa América,Copa América_2024,3939975,Paraguay,1135,11,291,196,178,52,32,10,23,19,0.827596594,183,62.88659793814433
Copa America,2024,Copa América,Copa América_2024,3939976,Brazil,2481,20,748,640,123,47,32,9,15,10,1.621192136,660,88.23529411764706
Copa America,2024,Copa América,Copa América_2024,3939976,Costa Rica,1216,2,262,219,192,56,28,8,29,35,0.036730567000000006,191,72.90076335877863
Copa America,2024,Copa América,Copa América_2024,3939977,Argentina,2042,22,595,508,144,38,28,12,20,12,2.784060325,521,87.56302521008404
Copa America,2024,Copa América,Copa América_2024,3939977,Chile,1611,3,393,334,228,53,30,8,23,17,0.1309882215,306,77.86259541984732
Copa America,2024,Copa América,Copa América_2024,3939978,Canada,1507,5,405,300,160,56,36,2,22,25,0.909048214,310,76.5432098765432
Copa America,2024,Copa América,Copa América_2024,3939978,Peru,1437,9,406,283,159,45,37,12,19,14,0.5764393578,287,70.6896551724138
Copa America,2024,Copa América,Copa América_2024,3939979,Mexico,1865,18,530,407,129,64,42,7,20,17,2.384322616,423,79.81132075471699
Copa America,2024,Copa América,Copa América_2024,3939979,Venezuela,1399,10,359,251,141,44,39,11,29,37,1.138640792,260,72.42339832869081
Copa America,2024,Copa América,Copa América_2024,3939980,Ecuador,1180,23,315,222,118,52,37,7,18,26,2.3658249158,240,76.19047619047619
Copa America,2024,Copa América,Copa América_2024,3939980,Jamaica,1354,7,377,279,108,46,35,7,26,22,0.9347469270000001,282,74.80106100795756
Copa America,2024,Copa América,Copa América_2024,3939981,Panama,1912,13,596,506,75,40,22,2,11,16,0.730782593,499,83.7248322147651
Copa America,2024,Copa América,Copa América_2024,3939981,United States,867,6,223,149,103,32,34,9,25,17,0.914278539,133,59.64125560538116
Copa America,2024,Copa América,Copa América_2024,3939982,Bolivia,1430,4,353,285,141,56,45,13,20,22,0.0507624025,283,80.16997167138811
Copa America,2024,Copa América,Copa América_2024,3939982,Uruguay,1863,18,531,434,144,52,45,6,16,11,2.3209622755,447,84.18079096045197
Copa America,2024,Copa América,Copa América_2024,3939983,Brazil,1821,17,500,426,133,51,29,8,18,19,3.747689849,430,86.0
Copa America,2024,Copa América,Copa América_2024,3939983,Paraguay,1615,15,422,357,161,44,39,15,17,12,0.6916759419,349,82.70142180094787
Copa America,2024,Copa América,Copa América_2024,3939984,Colombia,1911,18,566,429,130,55,27,5,13,14,2.902314693,495,87.45583038869258
Copa America,2024,Copa América,Copa América_2024,3939984,Costa Rica,1318,5,335,242,194,41,41,2,20,16,0.165297975,257,76.71641791044776
Copa America,2024,Copa América,Copa América_2024,3939985,Canada,1647,9,473,364,139,41,30,10,22,27,0.699493846,376,79.49260042283298
Copa America,2024,Copa América,Copa América_2024,3939985,Chile,1256,8,364,252,113,35,45,7,23,20,0.454009303,257,70.6043956043956
Copa America,2024,Copa América,Copa América_2024,3939986,Argentina,2163,12,667,555,97,27,35,6,14,13,2.105776813,594,89.05547226386807
Copa America,2024,Copa América,Copa América_2024,3939986,Peru,1012,7,250,178,130,36,28,9,19,5,0.1666223537,176,70.39999999999999
Copa America,2024,Copa América,Copa América_2024,3939988,Ecuador,1300,9,319,245,162,58,55,7,28,39,0.305849259,220,68.96551724137932
Copa America,2024,Copa América,Copa América_2024,3939988,Mexico,1638,20,454,347,126,62,39,5,21,21,0.937626587,357,78.63436123348018
Copa America,2024,Copa América,Copa América_2024,3939989,Bolivia,1674,7,478,370,168,40,33,9,19,20,0.793431835,393,82.21757322175732
Copa America,2024,Copa América,Copa América_2024,3939989,Panama,1563,13,455,357,133,30,30,12,12,10,1.3405597113,366,80.43956043956044
Copa America,2024,Copa América,Copa América_2024,3939990,United States,1293,8,376,226,127,35,29,3,16,17,0.470996951,272,72.3404255319149
Copa America,2024,Copa América,Copa América_2024,3939990,Uruguay,1290,12,352,254,158,56,32,11,19,23,1.2715211382,253,71.875
Copa America,2024,Copa América,Copa América_2024,3939991,Brazil,1624,7,446,367,167,40,36,11,18,22,0.30581762,360,80.71748878923766
Copa America,2024,Copa América,Copa América_2024,3939991,Colombia,1589,13,448,355,140,47,31,7,24,16,1.5030030165,368,82.14285714285714
Copa America,2024,Copa América,Copa América_2024,3939992,Costa Rica,1145,2,304,213,134,51,33,10,19,21,0.27205455,203,66.77631578947368
Copa America,2024,Copa América,Copa América_2024,3939992,Paraguay,1922,17,569,472,133,49,27,14,14,16,1.440062704,481,84.53427065026362
Copa America,2024,Copa América,Copa América_2024,3942228,Argentina,1445,13,401,347,90,38,35,8,19,11,4.776067997,323,80.54862842892769
Copa America,2024,Copa América,Copa América_2024,3942228,Ecuador,1416,13,392,326,117,38,26,7,13,16,4.522527616,314,80.10204081632652
Copa America,2024,Copa América,Copa América_2024,3942229,Canada,1470,22,384,284,145,62,54,6,22,28,6.052097886,283,73.69791666666666
Copa America,2024,Copa América,Copa América_2024,3942229,Venezuela,1660,21,476,317,154,60,52,11,10,25,5.6230584957,346,72.68907563025209
Copa America,2024,Copa América,Copa América_2024,3942415,Brazil,1528,11,426,325,123,38,35,12,21,14,3.809874753,341,80.04694835680752
Copa America,2024,Copa América,Copa América_2024,3942415,Uruguay,1263,17,282,221,218,54,40,8,23,21,4.547336302,200,70.92198581560284
Copa America,2024,Copa América,Copa América_2024,3942416,Colombia,1482,7,412,305,145,28,30,4,14,14,2.180404504,334,81.06796116504854
Copa America,2024,Copa América,Copa América_2024,3942416,Panama,1423,14,370,307,137,55,28,9,11,16,0.609951584,299,80.8108108108108
Copa America,2024,Copa América,Copa América_2024,3942785,Argentina,1782,11,506,396,179,35,19,6,17,15,1.7541940644,432,85.37549407114624
Copa America,2024,Copa América,Copa América_2024,3942785,Canada,1678,9,477,381,156,39,18,11,18,8,0.71756675,411,86.16352201257862
Copa America,2024,Copa América,Copa América_2024,3942852,Colombia,1161,11,302,214,139,37,34,7,12,14,1.171960657,221,73.17880794701986
Copa America,2024,Copa América,Copa América_2024,3942852,Uruguay,1633,11,457,358,152,49,39,9,11,13,0.754563564,374,81.83807439824945
Copa America,2024,Copa América,Copa América_2024,3943076,Canada,1403,19,379,285,147,52,33,14,19,23,6.205309528,272,71.76781002638522
Copa America,2024,Copa América,Copa América_2024,3943076,Uruguay,1459,16,364,289,170,47,24,9,25,26,4.650426863,273,75.0
Copa America,2024,Copa América,Copa América_2024,3943077,Argentina,1917,11,537,417,154,40,36,9,22,19,1.0827015698,436,81.19180633147114
Copa America,2024,Copa América,Copa América_2024,3943077,Colombia,2229,19,660,536,159,53,49,12,22,8,0.9722537356,556,84.24242424242424
FIFA World Cup,2022,World Cup,World Cup_2022,3857254,Denmark,2146,11,646,560,109,44,30,10,23,20,1.566558758,544,84.21052631578947
FIFA World Cup,2022,World Cup,World Cup_2022,3857254,Tunisia,1534,13,417,333,130,51,46,12,20,33,1.059935118,315,75.53956834532374
FIFA World Cup,2022,World Cup,World Cup_2022,3857255,Japan,1068,6,253,158,229,23,27,14,26,22,1.157800672,177,69.96047430830039
FIFA World Cup,2022,World Cup,World Cup_2022,3857255,Spain,3382,12,1093,924,89,56,28,9,8,4,0.857712208,993,90.8508691674291
FIFA World Cup,2022,World Cup,World Cup_2022,3857256,Serbia,1723,12,521,371,94,52,34,5,23,9,1.1890035350000001,407,78.1190019193858
FIFA World Cup,2022,World Cup,World Cup_2022,3857256,Switzerland,1487,14,445,296,83,40,34,18,17,27,3.1035154719999998,346,77.75280898876404
FIFA World Cup,2022,World Cup,World Cup_2022,3857257,Australia,1243,8,350,220,101,39,40,11,28,29,0.469723377,219,62.57142857142857
FIFA World Cup,2022,World Cup,World Cup_2022,3857257,Denmark,2351,14,715,591,101,49,50,12,22,27,0.737154632,590,82.51748251748252
FIFA World Cup,2022,World Cup,World Cup_2022,3857258,Brazil,2101,23,618,547,102,56,39,8,16,22,2.1238895187,539,87.2168284789644
FIFA World Cup,2022,World Cup,World Cup_2022,3857258,Serbia,1555,5,446,341,147,36,33,11,19,19,0.163327144,351,78.69955156950674
FIFA World Cup,2022,World Cup,World Cup_2022,3857260,Mexico,1683,26,488,340,139,64,34,15,19,21,2.3221233279,367,75.20491803278688
FIFA World Cup,2022,World Cup,World Cup_2022,3857260,Saudi Arabia,1229,10,322,191,129,57,37,15,28,30,1.076111142,194,60.24844720496895
FIFA World Cup,2022,World Cup,World Cup_2022,3857261,England,2041,18,630,534,74,35,20,9,13,9,2.91548517,553,87.77777777777777
FIFA World Cup,2022,World Cup,World Cup_2022,3857261,Wales,1274,7,351,244,136,25,34,4,22,14,0.20800949800000001,274,78.06267806267806
FIFA World Cup,2022,World Cup,World Cup_2022,3857262,Portugal,2015,13,619,504,83,43,35,6,15,19,0.973722266,534,86.26817447495961
FIFA World Cup,2022,World Cup,World Cup_2022,3857262,South Korea,1363,12,388,269,111,47,23,7,16,29,1.3989824739999999,309,79.63917525773195
FIFA World Cup,2022,World Cup,World Cup_2022,3857263,Germany,1418,11,371,281,158,45,40,19,21,15,1.1469521137,291,78.4366576819407
FIFA World Cup,2022,World Cup,World Cup_2022,3857263,Spain,2185,7,663,524,124,38,22,12,15,16,0.6395007165,578,87.17948717948718
FIFA World Cup,2022,World Cup,World Cup_2022,3857264,Argentina,2843,24,909,787,88,53,27,7,12,7,3.076659699,826,90.86908690869086
FIFA World Cup,2022,World Cup,World Cup_2022,3857264,Poland,1209,4,337,228,105,24,32,10,17,32,0.19759524499999997,267,79.22848664688428
FIFA World Cup,2022,World Cup,World Cup_2022,3857265,Mexico,1822,11,544,456,96,49,43,8,18,21,0.5291349314,437,80.33088235294117
FIFA World Cup,2022,World Cup,World Cup_2022,3857265,Poland,1362,6,362,250,135,49,31,8,27,28,1.137926228,259,71.54696132596685
FIFA World Cup,2022,World Cup,World Cup_2022,3857266,Denmark,1937,10,567,476,127,36,41,11,14,17,0.8885438419999999,479,84.47971781305115
FIFA World Cup,2022,World Cup,World Cup_2022,3857266,France,1916,21,540,490,109,38,41,15,19,17,1.933569429,464,85.92592592592592
FIFA World Cup,2022,World Cup,World Cup_2022,3857267,Ecuador,1623,9,465,333,113,41,39,9,19,29,1.0016627869999999,362,77.84946236559139
FIFA World Cup,2022,World Cup,World Cup_2022,3857267,Senegal,1204,13,311,225,126,58,31,7,14,39,1.70746471,213,68.48874598070739
FIFA World Cup,2022,World Cup,World Cup_2022,3857268,Belgium,1809,9,534,439,83,39,29,9,31,30,0.670040854,451,84.45692883895131
FIFA World Cup,2022,World Cup,World Cup_2022,3857268,Canada,1690,22,480,406,112,50,22,12,17,10,2.546212336,401,83.54166666666667
FIFA World Cup,2022,World Cup,World Cup_2022,3857269,Brazil,2046,13,597,538,104,55,32,14,17,11,0.922729946,507,84.92462311557789
FIFA World Cup,2022,World Cup,World Cup_2022,3857269,Switzerland,1740,6,513,432,112,41,33,8,14,27,0.288629175,428,83.4307992202729
FIFA World Cup,2022,World Cup,World Cup_2022,3857270,Portugal,2040,15,626,505,86,48,26,7,22,31,1.2137340055999999,525,83.86581469648561
FIFA World Cup,2022,World Cup,World Cup_2022,3857270,Uruguay,1401,11,438,290,125,37,31,9,27,12,1.216681074,324,73.97260273972603
FIFA World Cup,2022,World Cup,World Cup_2022,3857271,England,2619,13,846,660,101,46,30,6,13,7,1.9871577450000002,746,88.17966903073287
FIFA World Cup,2022,World Cup,World Cup_2022,3857271,Iran,1030,8,247,190,141,38,25,21,17,21,1.4556585987,163,65.9919028340081
FIFA World Cup,2022,World Cup,World Cup_2022,3857272,England,1885,8,582,453,103,29,19,7,21,20,0.460638346,500,85.91065292096219
